Each row represents the efficiency standards for a specificy type of chiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Day Type choices: Default, Wkdy, Wknd, Mon, Tue, Wed, Thu, Fri, Sat, Sun, WntrDsn, SmrDsn, Hol",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Category,Units,Day Types,Start Date,End Date,Type,Hr 1,Hr 2,Hr 3,Hr 4,Hr 5,Hr 6,Hr 7,Hr 8,Hr 9,Hr 10,Hr 11,Hr 12,Hr 13,Hr 14,Hr 15,Hr 16,Hr 17,Hr 18,Hr 19,Hr 20,Hr 21,Hr 22,Hr 23,Hr 24,Notes
SchoolSecondary VAV-Supply-Air-Temp-Sch,Unknown,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,12.8,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary walkin_occ_lght_SCH,Occupancy,,Default,1-Jan,31-Dec,Constant,0.1773,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary walkin_occ_lght_SCH,Occupancy,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary walkin_occ_lght_SCH,Occupancy,,Wkdy,1-Sep,31-Dec,Hourly,0.1773,0.1773,0.1773,0.1773,0.1773,0.1773,0.1773,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.1773,0.1773,0.1773,From DOE Prototype Buildings
SchoolSecondary walkin_occ_lght_SCH,Occupancy,,Wkdy,1-Jul,1-Sep,Hourly,0.1773,0.1773,0.1773,0.1773,0.1773,0.1773,0.1773,0.1773,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.1773,0.1773,0.1773,0.1773,From DOE Prototype Buildings
SchoolSecondary walkin_occ_lght_SCH,Occupancy,,Wkdy,1-Jan,30-Jun,Hourly,0.1773,0.1773,0.1773,0.1773,0.1773,0.1773,0.1773,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.1773,0.1773,0.1773,From DOE Prototype Buildings
SchoolSecondary walkin_occ_lght_SCH,Occupancy,,Wknd,1-Jul,1-Sep,Constant,0.1773,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary walkin_occ_lght_SCH,Occupancy,,Wknd,1-Jan,30-Jun,Constant,0.1773,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary walkin_occ_lght_SCH,Occupancy,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary WORK_EFF_SCH,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SecondarySchool Auditorium Occ,Occupancy,,Default|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.95,0.95,0.1,0.1,0.1,0,0,0,0,From DOE Reference Buildings 
SecondarySchool Auditorium Occ,Occupancy,,Wkdy,1-Sep,31-Dec,Hourly,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.95,0.95,0.1,0.1,0.1,0,0,0,0,From DOE Reference Buildings 
SecondarySchool Auditorium Occ,Occupancy,,Wkdy,1-Jul,1-Sep,Hourly,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.35,0.35,0,0,0,0,0,From DOE Reference Buildings 
SecondarySchool Auditorium Occ,Occupancy,,Wknd,1-Sep,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Auditorium Occ,Occupancy,,Wknd,1-Jul,1-Sep,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Auditorium Occ,Occupancy,,Wknd,1-Jan,30-Jun,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Auditorium Occ,Occupancy,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool BLDG ELEVATORS,Elevator,,Default|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.15,0,0,0,0,0,0,0,0,From DOE Reference Buildings 
SecondarySchool BLDG ELEVATORS,Elevator,,WntrDsn|Wknd,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Bldg Equip,Equipment,,Default|SmrDsn,1-Jan,31-Dec,Hourly,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.35,0.35,0.35,0.35,0.35,0.35,0.35,From DOE Reference Buildings 
SecondarySchool Bldg Equip,Equipment,,Wkdy,1-Sep,31-Dec,Hourly,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.35,0.35,0.35,0.35,0.35,0.35,0.35,From DOE Reference Buildings 
SecondarySchool Bldg Equip,Equipment,,Wkdy,1-Jul,1-Sep,Hourly,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,From DOE Reference Buildings 
SecondarySchool Bldg Equip,Equipment,,Wknd,1-Sep,31-Dec,Constant,0.35,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Bldg Equip,Equipment,,Wknd,1-Jul,1-Sep,Constant,0.25,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Bldg Equip,Equipment,,Wknd,1-Jan,30-Jun,Constant,0.35,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Bldg Equip,Equipment,,WntrDsn,1-Jan,31-Dec,Constant,0.35,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Bldg Light,Lighting,,Default|SmrDsn,1-Jan,31-Dec,Hourly,0.1773,0.1773,0.1773,0.1773,0.1773,0.1773,0.1773,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.1773,0.1773,0.1773,From DOE Reference Buildings 
SecondarySchool Bldg Light,Lighting,,Wkdy,1-Sep,31-Dec,Hourly,0.1773,0.1773,0.1773,0.1773,0.1773,0.1773,0.1773,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.1773,0.1773,0.1773,From DOE Reference Buildings 
SecondarySchool Bldg Light,Lighting,,Wkdy,1-Jul,1-Sep,Hourly,0.1773,0.1773,0.1773,0.1773,0.1773,0.1773,0.1773,0.1773,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.1773,0.1773,0.1773,0.1773,From DOE Reference Buildings 
SecondarySchool Bldg Light,Lighting,,Wknd,1-Sep,31-Dec,Constant,0.1773,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Bldg Light,Lighting,,Wknd,1-Jul,1-Sep,Constant,0.1773,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Bldg Light,Lighting,,Wknd,1-Jan,30-Jun,Constant,0.1773,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Bldg Light,Lighting,,WntrDsn,1-Jan,31-Dec,Constant,0.1773,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Bldg Occ,Occupancy,,Default|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.15,0.15,0.15,0.15,0.15,0,0,0,From DOE Reference Buildings 
SecondarySchool Bldg Occ,Occupancy,,Wkdy,1-Sep,31-Dec,Hourly,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.15,0.15,0.15,0.15,0.15,0,0,0,From DOE Reference Buildings 
SecondarySchool Bldg Occ,Occupancy,,Wkdy,1-Jul,1-Sep,Hourly,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0,0,0,From DOE Reference Buildings 
SecondarySchool Bldg Occ,Occupancy,,Wknd,1-Sep,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Bldg Occ,Occupancy,,Wknd,1-Jul,1-Sep,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Bldg Occ,Occupancy,,Wknd,1-Jan,30-Jun,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Bldg Occ,Occupancy,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Cafeteria Bldg Occ,Occupancy,,Default|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0,0.15,0.15,0.05,0.05,0.95,0.95,0.15,0.15,0,0,0,0,0,0,0,0,0,From DOE Reference Buildings 
SecondarySchool Cafeteria Bldg Occ,Occupancy,,Wkdy,1-Sep,31-Dec,Hourly,0,0,0,0,0,0,0,0.15,0.15,0.05,0.05,0.95,0.95,0.15,0.15,0,0,0,0,0,0,0,0,0,From DOE Reference Buildings 
SecondarySchool Cafeteria Bldg Occ,Occupancy,,Wkdy,1-Jul,1-Sep,Hourly,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,From DOE Reference Buildings 
SecondarySchool Cafeteria Bldg Occ,Occupancy,,Wknd,1-Sep,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Cafeteria Bldg Occ,Occupancy,,Wknd,1-Jul,1-Sep,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Cafeteria Bldg Occ,Occupancy,,Wknd,1-Jan,30-Jun,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Cafeteria Bldg Occ,Occupancy,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool ClgSetp,Thermostat Setpoint,C,Default,1-Jan,31-Dec,Hourly,27,27,27,27,27,27,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,27,27,27,From DOE Reference Buildings 
SecondarySchool ClgSetp,Thermostat Setpoint,C,SmrDsn,1-Jan,31-Dec,Constant,24,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool ClgSetp,Thermostat Setpoint,C,Wknd|Wkdy,1-Sep,31-Dec,Hourly,27,27,27,27,27,27,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,27,27,27,From DOE Reference Buildings 
SecondarySchool ClgSetp,Thermostat Setpoint,C,Wknd|Wkdy,1-Jul,1-Sep,Hourly,27,27,27,27,27,27,27,24,24,24,24,24,24,24,24,24,24,24,27,27,27,27,27,27,From DOE Reference Buildings 
SecondarySchool ClgSetp,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Constant,27,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool ClgSetp BathCorrMechKitchen,Thermostat Setpoint,C,Default|WntrDsn,1-Jan,31-Dec,Constant,27,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool ClgSetp BathCorrMechKitchen,Thermostat Setpoint,C,SmrDsn,1-Jan,31-Dec,Hourly,27,27,27,27,27,27,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,27,27,27,From DOE Reference Buildings 
SecondarySchool Clothing,Clothing,,Default|WntrDsn,1-Jan,31-Dec,Constant,1.1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Clothing,Clothing,,SmrDsn,1-Jan,31-Dec,Constant,0.6,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Clothing,Clothing,,Wknd|Wkdy,1-Oct,31-Dec,Constant,1.1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Clothing,Clothing,,Wknd|Wkdy,1-May,30-Sep,Constant,0.6,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Extend Bldg Occ,Occupancy,,Default|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0,0,0,From DOE Reference Buildings 
SecondarySchool Extend Bldg Occ,Occupancy,,Wkdy,1-Sep,31-Dec,Hourly,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0,0,0,From DOE Reference Buildings 
SecondarySchool Extend Bldg Occ,Occupancy,,Wkdy,1-Jul,1-Sep,Hourly,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,From DOE Reference Buildings 
SecondarySchool Extend Bldg Occ,Occupancy,,Wknd,1-Sep,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Extend Bldg Occ,Occupancy,,Wknd,1-Jul,1-Sep,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Extend Bldg Occ,Occupancy,,Wknd,1-Jan,30-Jun,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Extend Bldg Occ,Occupancy,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Exterior Lights,Lighting,Dimensionless,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
SecondarySchool Exterior Lights Always On,Lighting,Dimensionless,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,
SecondarySchool Gym Occ,Occupancy,,Default|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.95,0.95,0.95,0.95,0.95,0,0,0,From DOE Reference Buildings 
SecondarySchool Gym Occ,Occupancy,,Wkdy,1-Sep,31-Dec,Hourly,0,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.95,0.95,0.95,0.95,0.95,0,0,0,From DOE Reference Buildings 
SecondarySchool Gym Occ,Occupancy,,Wkdy,1-Jul,1-Sep,Hourly,0,0,0,0,0,0,0,0,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0,0,0,From DOE Reference Buildings 
SecondarySchool Gym Occ,Occupancy,,Wknd,1-Sep,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Gym Occ,Occupancy,,Wknd,1-Jul,1-Sep,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Gym Occ,Occupancy,,Wknd,1-Jan,30-Jun,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Gym Occ,Occupancy,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool HtgSetp,Thermostat Setpoint,C,Default,1-Jan,31-Dec,Hourly,16,16,16,16,16,16,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,16,16,16,From DOE Reference Buildings 
SecondarySchool HtgSetp,Thermostat Setpoint,C,SmrDsn,1-Jan,31-Dec,Constant,16,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool HtgSetp,Thermostat Setpoint,C,Wknd|Wkdy,1-Sep,31-Dec,Hourly,16,16,16,16,16,16,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,16,16,16,From DOE Reference Buildings 
SecondarySchool HtgSetp,Thermostat Setpoint,C,Wknd|Wkdy,1-Jul,1-Sep,Hourly,16,16,16,16,16,16,16,21,21,21,21,21,21,21,21,21,21,21,16,16,16,16,16,16,From DOE Reference Buildings 
SecondarySchool HtgSetp,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Constant,21,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool HtgSetp BathCorrMechKitchen,Thermostat Setpoint,C,Default|SmrDsn,1-Jan,31-Dec,Constant,16,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool HtgSetp BathCorrMechKitchen,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Hourly,16,16,16,16,16,16,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,16,16,16,From DOE Reference Buildings 
SecondarySchool Infil,Infiltration,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Hourly,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,From DOE Reference Buildings 
SecondarySchool Kitchen Equip,Equipment,,Default|SmrDsn,1-Jan,31-Dec,Hourly,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.25,0.25,0.25,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,From DOE Reference Buildings 
SecondarySchool Kitchen Equip,Equipment,,Wkdy,1-Sep,31-Dec,Hourly,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.25,0.25,0.25,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,From DOE Reference Buildings 
SecondarySchool Kitchen Equip,Equipment,,Wkdy,1-Jul,1-Sep,Hourly,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.13,0.13,0.2,0.2,0.2,0.13,0.13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,From DOE Reference Buildings 
SecondarySchool Kitchen Equip,Equipment,,Wknd,1-Sep,31-Dec,Constant,0.1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Kitchen Equip,Equipment,,Wknd,1-Jul,1-Sep,Constant,0.1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Kitchen Equip,Equipment,,Wknd,1-Jan,30-Jun,Constant,0.1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Kitchen Equip,Equipment,,WntrDsn,1-Jan,31-Dec,Constant,0.1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Kitchen Exhaust,Equipment,,Default|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,From DOE Reference Buildings 
SecondarySchool Kitchen Exhaust,Equipment,,WntrDsn|Wknd,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Kitchen Gas,Equipment,,Default|SmrDsn,1-Jan,31-Dec,Hourly,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.15,0.15,0.2,0.2,0.2,0.1,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,From DOE Reference Buildings 
SecondarySchool Kitchen Gas,Equipment,,Wkdy,1-Sep,31-Dec,Hourly,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.15,0.15,0.2,0.2,0.2,0.1,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,From DOE Reference Buildings 
SecondarySchool Kitchen Gas,Equipment,,Wkdy,1-Jul,1-Sep,Hourly,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.1,0.1,0.15,0.15,0.15,0.1,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,From DOE Reference Buildings 
SecondarySchool Kitchen Gas,Equipment,,Wknd,1-Sep,31-Dec,Constant,0.02,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Kitchen Gas,Equipment,,Wknd,1-Jul,1-Sep,Constant,0.02,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Kitchen Gas,Equipment,,Wknd,1-Jan,30-Jun,Constant,0.02,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Kitchen Gas,Equipment,,WntrDsn,1-Jan,31-Dec,Constant,0.02,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Office Occ,Occupancy,,Default|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.15,0.15,0.15,0.15,0,0,0,From DOE Reference Buildings 
SecondarySchool Office Occ,Occupancy,,Wkdy,1-Sep,31-Dec,Hourly,0,0,0,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.15,0.15,0.15,0.15,0,0,0,From DOE Reference Buildings 
SecondarySchool Office Occ,Occupancy,,Wkdy,1-Jul,1-Sep,Hourly,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,From DOE Reference Buildings 
SecondarySchool Office Occ,Occupancy,,Wknd,1-Sep,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Office Occ,Occupancy,,Wknd,1-Jul,1-Sep,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Office Occ,Occupancy,,Wknd,1-Jan,30-Jun,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool Office Occ,Occupancy,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
SecondarySchool PSZ-AC OA Damper,Operation,Dimensionless,Default|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
SecondarySchool PSZ-AC OA Damper,Operation,Dimensionless,Sat|WntrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
SecondarySchool PSZ-AC OA Damper,Operation,Dimensionless,Sun,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,
SecondarySchool PSZ-AC Operation,Operation,Dimensionless,Default|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
SecondarySchool PSZ-AC Operation,Operation,Dimensionless,Sat|WntrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
SecondarySchool PSZ-AC Operation,Operation,Dimensionless,Sun,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,
SecondarySchool VAV OA Damper,Operation,Dimensionless,Default|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,
SecondarySchool VAV OA Damper,Operation,Dimensionless,Sat|Sun|WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,
SecondarySchool VAV Operation,Operation,Dimensionless,Default|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,
SecondarySchool VAV Operation,Operation,Dimensionless,Sat|WntrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
SecondarySchool VAV Operation,Operation,Dimensionless,Sun,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,
SecondarySchool Work Eff,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
Small Office Bldg Equip,Equipment,,Default,1-Jan,31-Dec,Hourly,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.9,0.9,0.9,0.9,0.8,0.9,0.9,0.9,0.9,0.5,0.4,0.4,0.4,0.4,0.4,0.4,From DOE Reference Buildings 
Small Office Bldg Equip,Equipment,,Sat,1-Jan,31-Dec,Hourly,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,From DOE Reference Buildings 
Small Office Bldg Equip,Equipment,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
Small Office Bldg Equip,Equipment,,Sun,1-Jan,31-Dec,Constant,0.3,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
Small Office Bldg Equip,Equipment,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
Small Office Bldg Light,Lighting,,Default,1-Jan,31-Dec,Hourly,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.3,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5,0.3,0.3,0.2,0.2,0.1,0.05,From DOE Reference Buildings 
Small Office Bldg Light,Lighting,,Sat,1-Jan,31-Dec,Hourly,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.1,0.3,0.3,0.3,0.3,0.15,0.15,0.15,0.15,0.15,0.05,0.05,0.05,0.05,0.05,0.05,0.05,From DOE Reference Buildings 
Small Office Bldg Light,Lighting,,SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
Small Office Bldg Light,Lighting,,Sun,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
Small Office Bldg Light,Lighting,,WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Reference Buildings 
Small Office Bldg Occ,Occupancy,,Default,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0.1,0.2,0.95,0.95,0.95,0.95,0.5,0.95,0.95,0.95,0.95,0.3,0.1,0.1,0.05,0.05,0.05,0.05,From DOE Reference Buildings 
