Each row represents the efficiency standards for a specificy type of chiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Day Type choices: Default, Wkdy, Wknd, Mon, Tue, Wed, Thu, Fri, Sat, Sun, WntrDsn, SmrDsn, Hol",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Category,Units,Day Types,Start Date,End Date,Type,Hr 1,Hr 2,Hr 3,Hr 4,Hr 5,Hr 6,Hr 7,Hr 8,Hr 9,Hr 10,Hr 11,Hr 12,Hr 13,Hr 14,Hr 15,Hr 16,Hr 17,Hr 18,Hr 19,Hr 20,Hr 21,Hr 22,Hr 23,Hr 24,Notes
SchoolSecondary BLDG_SWH_SCH,Service Water Heating,,SmrDsn,1-Jan,31-Dec,Hourly,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.34,0.6,0.63,0.72,0.79,0.83,0.61,0.65,0.1,0.1,0.19,0.25,0.22,0.22,0.12,0.09,From DOE Prototype Buildings
SchoolSecondary BLDG_SWH_SCH,Service Water Heating,,Sun|Sat,16-Jun,15-Sep,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary BLDG_SWH_SCH,Service Water Heating,,Sun|Sat,1-Jan,15-Jun,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary BLDG_SWH_SCH,Service Water Heating,,Wkdy,16-Sep,31-Dec,Hourly,0,0,0,0,0,0,0,0,0.34,0.6,0.63,0.72,0.79,0.83,0.61,0.65,0.1,0.1,0.19,0.25,0,0,0,0,From DOE Prototype Buildings
SchoolSecondary BLDG_SWH_SCH,Service Water Heating,,Wkdy,16-Jun,15-Sep,Hourly,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.19,0.25,0,0,0,0,From DOE Prototype Buildings
SchoolSecondary BLDG_SWH_SCH,Service Water Heating,,Wkdy,1-Jan,15-Jun,Hourly,0,0,0,0,0,0,0,0,0.34,0.6,0.63,0.72,0.79,0.83,0.61,0.65,0.1,0.1,0.19,0.25,0,0,0,0,From DOE Prototype Buildings
SchoolSecondary BLDG_SWH_SCH,Service Water Heating,,WntrDsn,1-Jan,31-Dec,Hourly,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.05,0.05,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,From DOE Prototype Buildings
SchoolSecondary Booster Water Inlet Temp Schedule,Unknown,W,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Booster Water Setpoint Temp Schedule,Unknown,W,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,82.22,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CLGSETP_SCH_NO_OPTIMUM,Thermostat Setpoint,C,Default|WntrDsn,1-Jan,31-Dec,Constant,29.44,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CLGSETP_SCH_NO_OPTIMUM,Thermostat Setpoint,C,SmrDsn,1-Jan,31-Dec,Constant,24,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CLGSETP_SCH_NO_OPTIMUM,Thermostat Setpoint,C,Wkdy,1-Jan,31-Dec,Hourly,29.44,29.44,29.44,29.44,29.44,29.44,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,29.44,29.44,29.44,From DOE Prototype Buildings
SchoolSecondary CLGSETP_SCH_NO_SETBACK,Thermostat Setpoint,C,Default|SmrDsn,1-Jan,31-Dec,Constant,24,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CLGSETP_SCH_NO_SETBACK,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Constant,29.44,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CLGSETP_SCH_PSZ_AC,Thermostat Setpoint,C,Default|WntrDsn,1-Jan,31-Dec,Constant,29.44,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CLGSETP_SCH_PSZ_AC,Thermostat Setpoint,C,SmrDsn,1-Jan,31-Dec,Constant,24,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CLGSETP_SCH_PSZ_AC,Thermostat Setpoint,C,Wkdy,1-Jan,31-Dec,Hourly,29.44,29.44,29.44,29.44,29.44,29.44,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,29.44,29.44,29.44,From DOE Prototype Buildings
SchoolSecondary CLGSETP_SCH_Setback,Thermostat Setpoint,C,Default|WntrDsn|Wkdy,1-Jan,31-Dec,Constant,29.44,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CLGSETP_SCH_Setback,Thermostat Setpoint,C,SmrDsn,1-Jan,31-Dec,Constant,24,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CLGSETP_SCH_YES_OPTIMUM,Thermostat Setpoint,C,Default|WntrDsn,1-Jan,31-Dec,Constant,29.44,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CLGSETP_SCH_YES_OPTIMUM,Thermostat Setpoint,C,SmrDsn,1-Jan,31-Dec,Constant,24,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CLGSETP_SCH_YES_OPTIMUM,Thermostat Setpoint,C,Wkdy,1-Jan,31-Dec,Hourly,29.44,29.44,29.44,29.44,29.44,29.44,27.8,25.6,24,24,24,24,24,24,24,24,24,24,24,24,24,29.44,29.44,29.44,From DOE Prototype Buildings
SchoolSecondary CLGSETP_SCH_Yes_Optimum_Original,Thermostat Setpoint,C,Default|WntrDsn,1-Jan,31-Dec,Constant,29.44,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CLGSETP_SCH_Yes_Optimum_Original,Thermostat Setpoint,C,SmrDsn,1-Jan,31-Dec,Constant,24,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CLGSETP_SCH_Yes_Optimum_Original,Thermostat Setpoint,C,Wkdy,1-Jan,31-Dec,Hourly,29.44,29.44,29.44,29.44,29.44,29.44,27.8,25.6,24,24,24,24,24,24,24,24,24,24,24,24,24,29.44,29.44,29.44,From DOE Prototype Buildings
SchoolSecondary CLOTHING_SCH,Clothing,W,Default|SmrDsn,1-Jan,31-Dec,Constant,0.6,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CLOTHING_SCH,Clothing,W,Wknd|Wkdy,1-Oct,31-Dec,Constant,1.1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CLOTHING_SCH,Clothing,W,Wknd|Wkdy,1-Jan,30-Apr,Constant,1.1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CLOTHING_SCH,Clothing,W,WntrDsn,1-Jan,31-Dec,Constant,1.1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CoolingCoilAvailSched,Unknown,W,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary CW-Loop-Temp-Schedule,Unknown,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,6.7,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Dual Zone Control Type Sched,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,4,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary ELEV_LIGHT_FAN_SCH_24_7,Lighting,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary ELEV_LIGHT_FAN_SCH_ADD_DF,Lighting,,Default|WntrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary ELEV_LIGHT_FAN_SCH_ADD_DF,Lighting,,SmrDsn,1-Jan,31-Dec,Constant,0.3,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary ELEV_LIGHT_FAN_SCH_ADD_DF,Lighting,,Wkdy,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.15,0,0,0,0,0,0,0,0,From DOE Prototype Buildings
SchoolSecondary Exterior_Lgt_189_1,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.5,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Exterior_Lgt_ALWAYS_ON,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Exterior_lighting_schedule_a,Lighting,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,From DOE Prototype Buildings
SchoolSecondary Exterior_lighting_schedule_b,Lighting,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Hourly,0.7,0.7,0.7,0.7,0.7,0.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,From DOE Prototype Buildings
SchoolSecondary FAN_SCH,Unknown,W,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Heating-Supply-Air-Temp-Sch,Unknown,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,16,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Hours_of_operation,Operation,,Default,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Hours_of_operation,Operation,,WntrDsn|SmrDsn|Wkdy,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,From DOE Prototype Buildings
SchoolSecondary HTGSETP_SCH_NO_OPTIMUM,Thermostat Setpoint,C,Default|SmrDsn,1-Jan,31-Dec,Constant,15.6,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary HTGSETP_SCH_NO_OPTIMUM,Thermostat Setpoint,C,Wkdy,1-Jan,31-Dec,Hourly,15.6,15.6,15.6,15.6,15.6,15.6,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,15.6,15.6,15.6,From DOE Prototype Buildings
SchoolSecondary HTGSETP_SCH_NO_OPTIMUM,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Constant,21,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary HTGSETP_SCH_PSZ_AC,Thermostat Setpoint,C,Default|SmrDsn,1-Jan,31-Dec,Constant,15.6,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary HTGSETP_SCH_PSZ_AC,Thermostat Setpoint,C,Wkdy,1-Jan,31-Dec,Hourly,15.6,15.6,15.6,15.6,15.6,15.6,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,15.6,15.6,15.6,From DOE Prototype Buildings
SchoolSecondary HTGSETP_SCH_PSZ_AC,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Constant,21,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary HTGSETP_SCH_Setback,Thermostat Setpoint,C,Default|SmrDsn|Wkdy,1-Jan,31-Dec,Constant,15.6,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary HTGSETP_SCH_Setback,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Constant,21,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary HTGSETP_SCH_YES_OPTIMUM,Thermostat Setpoint,C,Default|SmrDsn,1-Jan,31-Dec,Constant,15.6,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary HTGSETP_SCH_YES_OPTIMUM,Thermostat Setpoint,C,Wkdy,1-Jan,31-Dec,Hourly,15.6,15.6,15.6,15.6,15.6,15.6,17.8,20,21,21,21,21,21,21,21,21,21,21,21,21,21,15.6,15.6,15.6,From DOE Prototype Buildings
SchoolSecondary HTGSETP_SCH_YES_OPTIMUM,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Constant,21,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary HTGSETP_SCH_Yes_Optimum_Original,Thermostat Setpoint,C,Default|SmrDsn,1-Jan,31-Dec,Constant,15.6,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary HTGSETP_SCH_Yes_Optimum_Original,Thermostat Setpoint,C,Wkdy,1-Jan,31-Dec,Hourly,15.6,15.6,15.6,15.6,15.6,15.6,17.8,20,21,21,21,21,21,21,21,21,21,21,21,21,21,15.6,15.6,15.6,From DOE Prototype Buildings
SchoolSecondary HTGSETP_SCH_Yes_Optimum_Original,Thermostat Setpoint,C,WntrDsn,1-Jan,31-Dec,Constant,21,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Humidity Setpoint Schedule,Unknown,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,65,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary HVACOperationSchd,Operation,,Default,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary HVACOperationSchd,Operation,,WntrDsn|SmrDsn|Wkdy,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,From DOE Prototype Buildings
SchoolSecondary HW-Loop-Temp-Schedule,Unknown,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,82,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary INFIL_Door_Opening_SCH,Infiltration,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary INFIL_Door_Opening_SCH,Infiltration,,Wkdy,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0,1,0.144,0.144,0.144,0.144,0.144,0.144,0.144,1,1,0.144,0.144,0,0,0,0,0,From DOE Prototype Buildings
SchoolSecondary INFIL_SCH,Infiltration,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Hourly,1,1,1,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1,1,1,From DOE Prototype Buildings
SchoolSecondary INFIL_SCH_PNNL,Infiltration,,Default|WntrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary INFIL_SCH_PNNL,Infiltration,,SmrDsn|Wkdy,1-Jan,31-Dec,Hourly,1,1,1,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1,1,1,From DOE Prototype Buildings
SchoolSecondary Kitchen Exhaust Fan Balanced Exhaust Fraction Schedule,Equipment,,Default,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Kitchen Exhaust Fan Balanced Exhaust Fraction Schedule,Equipment,,Wkdy,1-Sep,31-Dec,Hourly,0,0,0,0,0,0,0,0,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0,0,0,From DOE Prototype Buildings
SchoolSecondary Kitchen Exhaust Fan Balanced Exhaust Fraction Schedule,Equipment,,Wkdy,1-Jul,1-Sep,Hourly,0,0,0,0,0,0,0,0,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0,0,0,From DOE Prototype Buildings
SchoolSecondary Kitchen Exhaust Fan Balanced Exhaust Fraction Schedule,Equipment,,Wkdy,1-Jan,30-Jun,Hourly,0,0,0,0,0,0,0,0,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0,0,0,0,0,0,0,From DOE Prototype Buildings
SchoolSecondary Kitchen Exhaust Fan Balanced Exhaust Fraction Schedule,Equipment,,Wknd,1-Jul,1-Sep,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Kitchen Exhaust Fan Balanced Exhaust Fraction Schedule,Equipment,,Wknd,1-Jan,30-Jun,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Kitchen Exhaust Fan Balanced Exhaust Fraction Schedule,Equipment,,WntrDsn|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0,0,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0.746296296,0,0,0,From DOE Prototype Buildings
SchoolSecondary KITCHEN_ELEC_EQUIP_SCH,Equipment,,Default|WntrDsn,1-Jan,31-Dec,Constant,0.1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary KITCHEN_ELEC_EQUIP_SCH,Equipment,,SmrDsn,1-Jan,31-Dec,Hourly,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.25,0.25,0.25,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,From DOE Prototype Buildings
SchoolSecondary KITCHEN_ELEC_EQUIP_SCH,Equipment,,Wkdy,1-Sep,31-Dec,Hourly,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.25,0.25,0.25,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,From DOE Prototype Buildings
SchoolSecondary KITCHEN_ELEC_EQUIP_SCH,Equipment,,Wkdy,1-Jul,1-Sep,Hourly,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.25,0.25,0.25,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,From DOE Prototype Buildings
SchoolSecondary KITCHEN_ELEC_EQUIP_SCH,Equipment,,Wkdy,1-Jan,30-Jun,Hourly,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.25,0.25,0.25,0.15,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,From DOE Prototype Buildings
SchoolSecondary KITCHEN_ELEC_EQUIP_SCH,Equipment,,Wknd,1-Jul,1-Sep,Constant,0.1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary KITCHEN_ELEC_EQUIP_SCH,Equipment,,Wknd,1-Jan,30-Jun,Constant,0.1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Kitchen_Exhaust_SCH,Equipment,,Default,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Kitchen_Exhaust_SCH,Equipment,,Wkdy,1-Sep,31-Dec,Hourly,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,From DOE Prototype Buildings
SchoolSecondary Kitchen_Exhaust_SCH,Equipment,,Wkdy,1-Jul,1-Sep,Hourly,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,From DOE Prototype Buildings
SchoolSecondary Kitchen_Exhaust_SCH,Equipment,,Wkdy,1-Jan,30-Jun,Hourly,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,From DOE Prototype Buildings
SchoolSecondary Kitchen_Exhaust_SCH,Equipment,,Wknd,1-Jul,1-Sep,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Kitchen_Exhaust_SCH,Equipment,,Wknd,1-Jan,30-Jun,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Kitchen_Exhaust_SCH,Equipment,,WntrDsn|SmrDsn,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,From DOE Prototype Buildings
SchoolSecondary Kitchen_Exhaust_SCH_DCV,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary KITCHEN_GAS_EQUIP_SCH,Equipment,,Default|WntrDsn,1-Jan,31-Dec,Constant,0.02,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary KITCHEN_GAS_EQUIP_SCH,Equipment,,SmrDsn,1-Jan,31-Dec,Hourly,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.15,0.15,0.2,0.2,0.2,0.1,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,From DOE Prototype Buildings
SchoolSecondary KITCHEN_GAS_EQUIP_SCH,Equipment,,Wkdy,1-Sep,31-Dec,Hourly,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.15,0.15,0.2,0.2,0.2,0.1,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,From DOE Prototype Buildings
SchoolSecondary KITCHEN_GAS_EQUIP_SCH,Equipment,,Wkdy,1-Jul,1-Sep,Hourly,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.15,0.15,0.2,0.2,0.2,0.1,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,From DOE Prototype Buildings
SchoolSecondary KITCHEN_GAS_EQUIP_SCH,Equipment,,Wkdy,1-Jan,30-Jun,Hourly,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.15,0.15,0.2,0.2,0.2,0.1,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,From DOE Prototype Buildings
SchoolSecondary KITCHEN_GAS_EQUIP_SCH,Equipment,,Wknd,1-Jul,1-Sep,Constant,0.02,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary KITCHEN_GAS_EQUIP_SCH,Equipment,,Wknd,1-Jan,30-Jun,Constant,0.02,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Kitchen_ZN_1_FLR_1 SHW_default Hot Supply Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,55,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Kitchen_ZN_1_FLR_1 SHW_default Latent fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.05,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Kitchen_ZN_1_FLR_1 SHW_default Sensible fract sched,Equipment,,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0.2,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Kitchen_ZN_1_FLR_1 SHW_default Temp Sched,Equipment,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Kitchen_ZN_1_FLR_1_Case:1_WALKINFREEZER_WalkInStockingSched,Equipment,W,Default,1-Jan,31-Dec,Hourly,0,0,0,0,725,417,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,From DOE Prototype Buildings
SchoolSecondary Kitchen_ZN_1_FLR_1_Case:1_WALKINFREEZER_WalkInStockingSched,Equipment,W,WntrDsn|SmrDsn|Wknd|Mon|Wed|Thu,1-Jan,31-Dec,Hourly,0,0,0,0,125,117,90,0,0,0,0,0,0,0,0,0,0,0,0,125,117,90,0,0,From DOE Prototype Buildings
SchoolSecondary Kitchen_ZN_1_FLR_1_Case:2_SELFCONTAINEDDISPLAYCASE_CaseStockingSched,Equipment,W,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary MinOA_MotorizedDamper_Sched,OA Air,,Default,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary MinOA_MotorizedDamper_Sched,OA Air,,WntrDsn|SmrDsn|Wkdy,1-Jan,31-Dec,Hourly,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,From DOE Prototype Buildings
SchoolSecondary MinOA_Sched,OA Air,,Default|WntrDsn|SmrDsn|Wkdy,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary PlantOnSched,Unknown,W,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary ReheatCoilAvailSched,Unknown,W,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,1,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Seasonal-Reset-Supply-Air-Temp-Sch,Unknown,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,13,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Seasonal-Reset-Supply-Air-Temp-Sch,Unknown,C,Wknd|Wkdy,1-Oct,31-Dec,Constant,13,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary Seasonal-Reset-Supply-Air-Temp-Sch,Unknown,C,Wknd|Wkdy,1-Jan,31-Mar,Constant,13,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary SHADING_SCH,Unknown,W,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,0,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary SHWSys1 Water Heater Ambient Temperature Schedule Name,Service Water Heating,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,22,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary SHWSys1 Water Heater Setpoint Temperature Schedule Name,Service Water Heating,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
SchoolSecondary SHWSys1-Loop-Temp-Schedule,Service Water Heating,C,Default|WntrDsn|SmrDsn,1-Jan,31-Dec,Constant,60,,,,,,,,,,,,,,,,,,,,,,,,From DOE Prototype Buildings
